観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの8月の1位の値(mm),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の年,昨日までの8月の1位の値の月,昨日までの8月の1位の値の日,統計開始年
66276,岡山県,陣山（ジンヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,273.0,8,2011,09,03,173.5,8,2021,08,14,1976
66287,岡山県,吉備中央（キビチュウオウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,224.0,8,2011,09,03,126.0,8,2021,08,14,2006
66296,岡山県,福渡（フクワタリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,202.5,8,2018,07,07,145,8,2004,08,01,1976
66306,岡山県,和気（ワケ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,327,4,1990,09,19,157,8,2003,08,09,1976
66336,岡山県,高梁（タカハシ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,225.5,8,2018,07,07,145.5,8,2021,08,14,1976
66346,岡山県,日応寺（ニチオウジ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,175.0,8,2018,07,07,96.5,8,2021,08,14,2003
66381,岡山県,佐屋（サヤ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,263.0,8,2018,07,07,157.5,8,2021,08,14,1976
66391,岡山県,矢掛（ヤカゲ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,193.0,8,2011,09,03,103.5,8,2017,08,08,1976
66408,岡山県,岡山（オカヤマ）,47768,2023,08,30,15,20,0.0,8,0.0,4,,,,,,199.0,8,2011,09,03,100.5,8,2009,08,10,1976
66421,岡山県,虫明（ムシアゲ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,404,8,1976,09,12,175,8,2003,08,09,1976
66446,岡山県,倉敷（クラシキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,209.0,8,2011,09,03,78.5,8,2021,08,15,1976
66481,岡山県,笠岡（カサオカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,207.5,8,2018,07,07,98,8,1980,08,31,1976
66501,岡山県,玉野（タマノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,213,8,1983,09,28,105,8,1993,08,16,1976
67016,広島県,高野（タカノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,194,8,2006,07,19,166.0,8,2021,08,14,1976
67026,広島県,道後山（ドウゴヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,336.0,8,2011,09,03,185.0,8,2021,08,14,2006
67052,広島県,君田（キミタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,193.5,8,2020,07,14,173.0,8,2021,08,14,2006
67106,広島県,三次（ミヨシ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,228.0,8,2018,07,07,189.0,8,2021,08,14,1976
67116,広島県,庄原（ショウバラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,256.5,8,2018,07,07,181.5,8,2014,08,06,1976
67126,広島県,東城（トウジョウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,300.0,8,2018,07,07,169.0,8,2021,08,14,1976
67136,広島県,八幡（ヤワタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,341,8,1997,07,28,293.0,8,2021,08,09,1978
67151,広島県,大朝（オオアサ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,241.0,8,2017,07,05,235.0,8,2021,08,09,1976
67161,広島県,美土里（ミドリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,224.5,8,2017,07,05,213.0,8,2021,08,14,2006
67191,広島県,油木（ユキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,268.0,8,2018,07,07,178.0,8,2021,08,14,1978
67211,広島県,王泊（オオドマリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,265.0,8,2017,07,05,194.5,8,2021,08,09,1978
67212,広島県,加計（カケ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,270,8,1988,07,21,214.0,8,2021,08,09,1976
67217,広島県,都志見（ツシミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,236.0,8,2010,07,14,209.0,8,2021,08,14,2006
67231,広島県,甲田（コウダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,288.5,8,2018,07,07,233.0,8,2021,08,14,1976
67251,広島県,上下（ジョウゲ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,244.5,8,2018,07,07,221.5,8,2021,08,14,1976
67271,広島県,内黒山（ウチグロヤマ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,360.0,8,2022,09,19,228.5,8,2021,08,09,1976
67292,広島県,三入（ミイリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,263.5,8,2018,07,07,257.0,8,2014,08,20,1976
67306,広島県,安宿（アスカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,294.0,8,2018,07,07,234.5,8,2021,08,14,2010
67316,広島県,世羅（セラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,259.0,8,2018,07,07,182.0,8,2021,08,14,1976
67326,広島県,府中（フチュウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,245.0,8,2018,07,07,121,8,1992,08,09,1976
67351,広島県,佐伯湯来（サエキユキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,287.5,8,2022,09,19,253.5,8,2021,08,14,2006
67371,広島県,志和（シワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,334.5,8,2018,07,07,241.5,8,2021,08,14,1977
67376,広島県,東広島（ヒガシヒロシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,299.5,8,2018,07,07,190.5,8,2021,08,14,1976
67386,広島県,本郷（ホンゴウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,292.0,8,2018,07,07,174.0,8,2021,08,14,2003
67401,広島県,福山（フクヤマ）,47767,2023,08,30,15,20,0.0,8,0.0,4,,,,,,238.0,8,2018,07,07,126,8,1989,08,27,1976
67421,広島県,廿日市津田（ハツカイチツタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,369.0,8,2022,09,19,219.0,8,2021,08,14,1978
67437,広島県,広島（ヒロシマ）,47765,2023,08,30,15,20,0.0,8,0.0,4,,,,,,313.0,8,2018,07,07,239.5,8,2021,08,14,1976
67461,広島県,竹原（タケハラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,283.0,8,2018,07,07,145,8,1989,08,27,1976
67471,広島県,生口島（イクチジマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,240.5,8,2018,07,07,126,8,1989,08,27,1976
67496,広島県,大竹（オオタケ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,293.0,8,2018,07,07,228.0,8,2014,08,06,1976
67511,広島県,呉（クレ）,47766,2023,08,30,15,20,0.0,8,0.0,4,,,,,,309.5,8,2018,07,07,186.0,8,2021,08,14,1976
67566,広島県,倉橋（クラハシ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,290.5,8,2018,07,07,143.0,8,2021,08,13,1976
67576,広島県,呉市蒲刈（クレシカマガリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,327.5,8,2018,07,07,119.0,8,2013,08,25,2009
68022,島根県,西郷（サイゴウ）,47740,2023,08,30,15,20,0.0,8,0.0,4,,,,,,281.5,8,2020,08,07,281.5,8,2020,08,07,1976
68046,島根県,西郷岬（サイゴウミサキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,226.0,8,2010,09,08,215.0,8,2021,08,09,2003
68056,島根県,海士（アマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,321.0,8,2021,08,09,321.0,8,2021,08,09,1978
68091,島根県,鹿島（カシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,224.5,8,2023,07,08,145.0,8,2021,08,09,1976
68121,島根県,斐川（ヒカワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,252,8,2005,07,02,168.0,8,2021,08,09,1976
68132,島根県,松江（マツエ）,47741,2023,08,30,15,20,0.0,8,0.0,4,,,,,,222,8,1988,07,14,156.0,8,2021,08,09,1976
68156,島根県,出雲（イズモ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,249,8,1981,06,29,182.5,8,2021,08,09,1978
68166,島根県,大東（ダイトウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,201,8,1985,09,12,133.5,8,2021,08,09,1976
68181,島根県,伯太（ハクタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,376.0,8,2011,09,03,140.0,8,2021,08,14,1976
68206,島根県,佐田（サダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,209,8,1993,09,04,189.5,8,2021,08,09,1976
68246,島根県,大田（オオダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,192,8,2006,07,18,183.0,8,2021,08,09,1976
68261,島根県,掛合（カケヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,197,8,1993,09,04,166.5,8,2021,08,09,1976
68276,島根県,横田（ヨコタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,184.5,8,2017,10,23,156.5,8,2014,08,06,1976
68286,島根県,福光（フクミツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,239.5,8,2018,09,01,225.0,8,2013,08,24,1978
68306,島根県,赤名（アカナ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,211,8,2006,07,19,161.0,8,2021,08,09,1978
68346,島根県,桜江（サクラエ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,413.5,8,2013,08,24,413.5,8,2013,08,24,1976
68351,島根県,川本（カワモト）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,272.5,8,2021,08,09,272.5,8,2021,08,09,1976
68376,島根県,浜田（ハマダ）,47755,2023,08,30,15,20,0.0,8,0.0,4,,,,,,396,8,1988,07,15,328.0,8,2013,08,24,1976
68401,島根県,瑞穂（ミズホ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,275.5,8,2021,08,09,275.5,8,2021,08,09,1976
68421,島根県,三隅（ミスミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,344,8,1988,07,21,237,8,1995,08,31,1976
68431,島根県,弥栄（ヤサカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,352,4,1985,07,06,242.5,8,2021,08,09,1978
68436,島根県,波佐（ハザ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,369.5,8,2017,07,05,301.5,8,2021,08,09,1977
68456,島根県,高津（タカツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,239.0,8,2013,08,25,239.0,8,2013,08,25,2003
68462,島根県,益田（マスダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,336,4,1983,07,23,212.5,8,2013,08,25,1978
68501,島根県,匹見（ヒキミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,248.0,8,2022,09,19,236.5,8,2013,08,25,1977
68516,島根県,津和野（ツワノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,381.0,8,2013,07,29,238.0,8,2021,08,14,1976
68541,島根県,吉賀（ヨシカ）,,2023,08,30,15,20,1.5,8,1.5,4,15,20,8,,,262.0,8,2022,09,19,191.5,8,2021,08,14,2006
69006,鳥取県,境（サカイ）,47742,2023,08,30,15,20,0.0,8,0.0,4,,,,,,296,8,2006,07,19,163,8,1995,08,31,1976
69021,鳥取県,塩津（シオツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,290.0,8,2021,07,07,197,8,2007,08,29,1977
69041,鳥取県,青谷（アオヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,299,8,1987,10,17,158.5,8,2017,08,08,1976
69052,鳥取県,湖山（コヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,227.5,8,2023,07,13,170.0,8,2013,08,02,2003
69061,鳥取県,岩井（イワイ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,358,8,1990,09,20,207.0,8,2023,08,15,1976
69076,鳥取県,米子（ヨナゴ）,47744,2023,08,30,15,20,0.0,8,0.0,4,,,,,,207,8,1987,10,17,125,8,1976,08,11,1976
69101,鳥取県,倉吉（クラヨシ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,355,8,1987,10,17,177.0,8,2023,08,16,1976
69111,鳥取県,鹿野（シカノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,580,8,1987,10,17,485.5,8,2023,08,16,1982
69122,鳥取県,鳥取（トットリ）,47746,2023,08,30,15,20,0.0,8,0.0,4,,,,,,225.5,8,2023,08,16,225.5,8,2023,08,16,1977
69152,鳥取県,大山（ダイセン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,783.5,8,2011,09,03,227.0,8,2021,08,09,1982
69161,鳥取県,関金（セキガネ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,354.5,8,2011,09,03,227.0,8,2023,08,15,1977
69181,鳥取県,佐治（サジ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,515.0,8,2023,08,16,515.0,8,2023,08,16,1982
69196,鳥取県,若桜（ワカサ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,228,8,1979,10,19,196.0,8,2021,08,15,1977
69222,鳥取県,江尾（エビ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,219.5,8,2013,07,16,157.0,8,2023,08,16,1982
69246,鳥取県,智頭（チズ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,310.0,8,2023,08,15,310.0,8,2023,08,15,1976
69271,鳥取県,茶屋（チャヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,206.5,8,2018,09,30,176.0,8,2021,08,14,1978
71066,徳島県,池田（イケダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,293.5,8,2018,07,07,180.0,8,2014,08,03,1976
71087,徳島県,穴吹（アナブキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,415.5,8,2011,09,03,390.0,8,2009,08,10,2001
71106,徳島県,徳島（トクシマ）,47895,2023,08,30,15,20,8.0,8,8.0,4,15,20,8,,,489.0,8,2011,09,21,344.5,8,2014,08,02,1976
71136,徳島県,半田（ハンダ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,368.5,8,2011,09,03,333,8,2001,08,22,1978
71191,徳島県,京上（キョウジョウ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,417,8,1993,07,28,371,8,1982,08,27,1978
71211,徳島県,福原旭（フクハラアサヒ）,,2023,08,30,15,20,38.5,8,38.5,4,15,20,8,,,771.0,8,2011,09,03,607,8,2004,08,01,1976
71231,徳島県,蒲生田（カモダ）,,2023,08,30,15,20,8.5,8,9.0,4,06,10,8,,,524,8,2000,09,12,491.0,8,2014,08,02,1978
71251,徳島県,木頭（キトウ）,,2023,08,30,15,20,35.0,8,35.5,4,12,00,8,,,721.5,8,2011,09,03,716,8,2004,08,01,1979
71266,徳島県,日和佐（ヒワサ）,,2023,08,30,15,20,10.5,8,10.5,4,15,20,8,,,543,8,1988,06,24,422.0,8,2014,08,03,1976
71291,徳島県,海陽（カイヨウ）,,2023,08,30,15,20,22.5,8,22.5,4,15,20,8,,,483.5,8,2021,09,08,446.5,8,2014,08,03,2009
72061,香川県,内海（ウチノミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,790,8,1976,09,11,267,4,2003,08,09,1976
72086,香川県,高松（タカマツ）,47891,2023,08,30,15,20,0.0,8,0.0,4,,,,,,228,8,1987,10,17,150.0,8,2017,08,08,1976
72111,香川県,多度津（タドツ）,47890,2023,08,30,15,20,0.0,8,0.0,4,,,,,,233,8,1983,09,28,159,8,2004,08,18,1976
72121,香川県,滝宮（タキノミヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,283.0,8,2011,09,03,142,8,1989,08,27,1976
72126,香川県,香南（コウナン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,418.5,8,2011,09,03,145.5,8,2014,08,10,2003
72146,香川県,引田（ヒケタ）,,2023,08,30,15,20,2.0,8,2.0,4,15,20,8,,,474,8,1976,09,11,329.0,8,2009,08,10,1976
72161,香川県,財田（サイタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,224,8,1983,09,28,198,8,2004,08,18,1978
72176,徳島県,竜王山（リュウオウザン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,366,8,1990,09,20,268,8,2001,08,22,1976
73001,愛媛県,大三島（オオミシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,250.0,8,2018,07,07,119,8,1989,08,27,1976
73071,愛媛県,玉川（タマガワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,274.5,8,2018,07,07,194,8,1989,08,27,1976
73076,愛媛県,今治（イマバリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,279.5,8,2018,07,07,130,8,1989,08,27,1976
73126,愛媛県,西条（サイジョウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,328.5,8,2018,09,30,173.0,8,2014,08,02,1976
73141,愛媛県,新居浜（ニイハマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,375.0,8,2018,09,30,229.0,8,2023,08,10,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,348,8,1990,09,18,271,8,2004,08,18,1978
73152,愛媛県,富郷（トミサト）,,2023,08,30,15,20,2.5,8,2.5,4,15,20,8,,,451,8,2004,10,20,441,8,2004,08,18,1978
73166,愛媛県,松山（マツヤマ）,47887,2023,08,30,15,20,0.0,8,0.0,4,,,,,,262,8,2001,06,20,105,8,1993,08,03,1976
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,259.5,8,2018,07,07,103,8,2004,08,02,2003
73231,愛媛県,上林（カミハヤシ）,,2023,08,30,15,20,2.0,8,2.0,4,15,20,8,,,260.5,8,2017,09,18,178,8,2004,08,01,1976
73247,愛媛県,成就社（ジョウジュシャ）,,2023,08,30,15,20,5.0,8,5.0,4,15,20,8,,,765,8,2005,09,06,485,8,2004,08,30,1980
73256,愛媛県,長浜（ナガハマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,208.0,8,2018,07,07,153,8,1999,08,18,1976
73271,愛媛県,中山（ナカヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,260.0,8,2018,07,07,162,8,1989,08,27,1976
73276,愛媛県,久万（クマ）,,2023,08,30,15,20,5.0,8,5.0,4,15,20,8,,,297.0,8,2022,09,19,284,8,1982,08,27,1976
73306,愛媛県,大洲（オオズ）,,2023,08,30,15,20,1.5,8,1.5,4,15,20,8,,,263.5,8,2018,07,07,180,8,2004,08,31,1976
73321,愛媛県,獅子越峠（シシゴエトウゲ）,,2023,08,30,15,20,7.0,8,7.0,4,15,20,8,,,414,8,1982,08,27,414,8,1982,08,27,1976
73341,愛媛県,瀬戸（セト）,,2023,08,30,15,20,7.5,8,7.5,4,15,20,8,,,219.5,8,2018,07,07,134,8,1999,08,18,1997
73351,愛媛県,八幡浜（ヤワタハマ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,307.5,8,2018,07,07,191,8,2004,08,31,1976
73406,愛媛県,宇和（ウワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,347.0,8,2018,07,07,215,8,1999,08,18,1976
73442,愛媛県,宇和島（ウワジマ）,47892,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,405,8,2005,09,06,255,8,2004,08,30,1976
73446,愛媛県,近永（チカナガ）,,2023,08,30,15,20,6.0,8,6.5,4,11,50,8,,,311,8,2005,09,06,296,8,2004,08,02,1979
73516,愛媛県,御荘（ミショウ）,,2023,08,30,15,20,8.5,8,8.5,4,15,20,8,,,230.0,8,2011,10,22,229,8,1980,08,05,1976
74056,高知県,本川（ホンガワ）,,2023,08,30,15,20,15.5,8,15.5,4,15,20,8,,,718,8,2005,09,06,671.5,8,2023,08,10,1979
74071,高知県,本山（モトヤマ）,,2023,08,30,15,20,13.0,8,13.0,4,15,20,8,,,602.0,8,2018,07,07,563.0,8,2014,08,04,1976
74101,高知県,池川（イケガワ）,,2023,08,30,15,20,32.5,8,32.5,4,15,20,8,,,644,8,2005,09,07,385.5,8,2014,08,03,1977
74126,高知県,繁藤（シゲトウ）,,2023,08,30,15,20,2.0,8,5.0,4,08,40,8,,,979,8,1998,09,25,587,8,2004,08,01,1976
74136,高知県,大栃（オオドチ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,516,8,1998,09,25,414.0,8,2014,08,03,1977
74151,高知県,魚梁瀬（ヤナセ）,,2023,08,30,15,20,16.0,8,16.0,4,15,20,8,,,867.0,8,2011,07,19,862.0,8,2014,08,10,1978
74166,高知県,佐川（サカワ）,,2023,08,30,15,20,42.0,8,42.0,4,15,20,8,,,606.5,8,2014,08,03,606.5,8,2014,08,03,1976
74182,高知県,高知（コウチ）,47893,2023,08,30,15,20,18.5,8,21.5,4,10,50,8,,,861,8,1998,09,25,426.5,8,2014,08,04,1976
74187,高知県,後免（ゴメン）,,2023,08,30,15,20,12.0,8,12.0,4,15,20,8,,,862,8,1998,09,25,351.5,8,2014,08,03,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2023,08,30,15,20,9.0,8,11.0,4,07,30,8,,,309,4,2004,08,01,309,4,2004,08,01,2003
74237,高知県,船戸（フナト）,,2023,08,30,15,20,88.0,8,88.0,4,15,20,8,,,674.0,8,2014,08,10,674.0,8,2014,08,10,1976
74238,高知県,鳥形山（トリガタヤマ）,,2023,08,30,15,20,122.5,8,122.5,4,15,20,8,,,593.5,8,2014,08,10,593.5,8,2014,08,10,2010
74271,高知県,安芸（アキ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,311.0,8,2008,06,29,306.5,8,2014,08,10,1976
74276,高知県,田野（タノ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,420.0,8,2011,07,19,397.5,8,2014,08,10,1976
74296,高知県,梼原（ユスハラ）,,2023,08,30,15,20,12.5,8,14.0,4,13,50,8,,,512,8,2005,09,06,464,8,1982,08,27,1976
74311,高知県,須崎（スサキ）,,2023,08,30,15,20,41.5,8,41.5,4,15,20,8,,,433,8,1998,09,25,420.5,8,2014,08,04,1976
74336,高知県,佐喜浜（サキハマ）,,2023,08,30,15,20,14.5,8,18.0,4,06,30,8,,,615,8,2003,11,29,401,8,2004,08,01,1976
74361,高知県,窪川（クボカワ）,,2023,08,30,15,20,29.0,8,32.0,4,02,00,8,,,528.5,8,2014,06,05,526.0,8,2014,08,10,1976
74372,高知県,室戸岬（ムロトミサキ）,47899,2023,08,30,15,20,7.5,8,7.5,4,15,20,8,,,365,8,1982,07,25,315,8,2004,08,24,1976
74381,高知県,江川崎（エカワサキ）,,2023,08,30,15,20,10.5,8,25.0,4,06,20,8,,,448,8,2005,09,06,323.0,8,2014,08,10,1977
74391,高知県,大正（タイショウ）,,2023,08,30,15,20,42.5,8,42.5,4,15,20,8,,,506,8,1992,08,19,506,8,1992,08,19,1976
74436,高知県,佐賀（サガ）,,2023,08,30,15,20,40.0,8,47.0,4,03,00,8,,,483,8,2003,11,29,401,8,1989,08,27,1977
74447,高知県,宿毛（スクモ）,47897,2023,08,30,15,20,32.5,8,32.5,4,15,20,8,,,392.5,8,2011,07,19,381.0,8,2014,08,10,1976
74456,高知県,中村（ナカムラ）,,2023,08,30,15,20,15.0,8,16.5,4,05,30,8,,,439.5,8,2014,06,05,438,8,2004,08,02,1976
74506,高知県,三崎（ミサキ）,,2023,08,30,15,20,28.5,8,31.0,4,09,20,8,,,476.0,8,2014,06,05,400.0,8,2014,08,10,2005
74516,高知県,清水（シミズ）,47898,2023,08,30,15,20,43.5,8,45.5,4,15,10,8,,,423,8,1980,08,04,423,8,1980,08,04,1976
81011,山口県,須佐（スサ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,351.0,8,2013,07,29,249.0,8,2013,08,25,1976
81071,山口県,萩（ハギ）,47754,2023,08,30,15,20,0.0,8,0.0,4,,,,,,272,8,1985,06,24,266,8,1980,08,31,1976
81116,山口県,油谷（ユヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,336,8,1980,08,31,336,8,1980,08,31,1976
81146,山口県,篠生（シノブ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,199.5,8,2022,09,19,85.5,8,2023,08,11,2021
81151,山口県,徳佐（トクサ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,324.0,8,2013,07,29,233.0,8,2021,08,14,1976
81167,山口県,羅漢山（ラカンザン）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,490,8,2005,09,07,262.0,8,2021,08,14,1976
81196,山口県,秋吉台（アキヨシダイ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,270,8,1981,06,26,212.5,8,2021,08,14,1976
81228,山口県,鹿野（カノ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,305.0,8,2022,09,19,251.5,8,2021,08,14,2010
81231,山口県,広瀬（ヒロセ）,,2023,08,30,15,20,2.5,8,2.5,4,15,20,8,,,363,8,2005,09,07,246.5,8,2021,08,14,1976
81266,山口県,豊田（トヨタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,283.5,8,2023,07,01,219.0,8,2019,08,29,1976
81271,山口県,東厚保（ヒガシアツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,257.5,8,2023,07,01,238.5,8,2021,08,14,2010
81286,山口県,山口（ヤマグチ）,47784,2023,08,30,15,20,0.0,8,0.0,4,,,,,,289.0,8,2023,07,01,230.5,8,2021,08,14,1976
81301,山口県,和田（ワダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,339,8,2005,09,07,261.5,8,2021,08,14,1978
81321,山口県,岩国（イワクニ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,343.0,8,2018,07,07,246.5,8,2014,08,06,1976
81371,山口県,防府（ホウフ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,275.0,8,2009,07,22,209.0,8,2021,08,14,1976
81386,山口県,下松（クダマツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,294,8,2005,09,06,212,8,1993,08,03,1976
81397,山口県,玖珂（クガ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,386,8,2005,09,07,223.5,8,2014,08,06,1977
81428,山口県,下関（シモノセキ）,47762,2023,08,30,15,20,7.5,8,7.5,4,15,20,8,,,276,8,1995,07,03,235.5,8,2021,08,14,1976
81436,山口県,宇部（ウベ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,258,8,1995,07,03,195.0,8,2021,08,14,1976
81481,山口県,柳井（ヤナイ）,,2023,08,30,15,20,4.0,8,4.0,4,15,20,8,,,357,8,2005,07,03,183.0,8,2021,08,14,1976
81486,山口県,安下庄（アゲノショウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,334,8,2005,07,03,128,8,1999,08,18,1976
82036,福岡県,小呂島（オロノシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,351.0,8,2020,07,27,213.5,8,2017,08,16,2014
